sales_id,staff_id,customer_id,film_id,date_id,sales_amount
21052,2,428,526,3550,2.99
21053,2,428,600,3551,0.99
21054,1,429,638,3552,2.99
21055,1,429,862,3553,4.99
21056,2,429,706,3554,4.99
21057,1,430,906,3555,0.99
21058,1,430,938,3556,4.99
21059,1,430,931,3557,0.99
21060,2,430,534,3558,0.99
21061,2,430,341,3559,2.99
21062,1,430,39,3560,5.99
21063,1,430,856,3561,4.99
21064,2,431,850,3562,0.99
21065,1,431,989,3563,4.99
21066,2,431,920,3564,6.99
21067,2,431,121,3565,2.99
21068,1,431,774,3566,6.99
21069,2,431,851,3567,1.99
21070,1,431,678,3568,4.99
21071,1,431,410,3569,2.99
21072,1,431,328,3570,2.99
21072,1,431,328,7106,2.99
24608,1,200,872,3570,6.99
24608,1,200,872,7106,6.99
21073,2,432,924,3571,0.99
21074,1,432,736,3572,6.99
21075,1,432,64,3573,2.99
21076,1,432,563,3574,4.99
21077,1,432,74,3575,6.99
21078,1,433,925,3576,4.99
21079,1,433,296,3577,2.99
21080,2,433,989,3578,6.99
21081,2,433,911,3579,4.99
21081,2,433,911,6559,4.99
24061,2,145,555,3579,0.99
24061,2,145,555,6559,0.99
21082,1,433,320,3580,4.99
21083,2,433,77,3581,4.99
21084,1,433,841,3582,6.99
21085,2,433,543,3583,4.99
21086,1,433,707,3584,5.99
21087,1,434,232,3585,3.99
21088,1,434,208,3586,2.99
21089,2,434,99,3587,2.99
21090,2,434,840,3588,2.99
21090,2,434,840,5223,2.99
22725,1,5,763,3588,9.99
22725,1,5,763,5223,9.99
21091,2,434,251,3589,7.99
21092,2,434,908,3590,9.99
21093,1,434,702,3591,7.99
21094,2,434,694,3592,4.99
21095,2,434,193,3593,3.99
21096,2,434,28,3594,4.99
21097,1,435,323,3595,6.99
21098,1,435,413,3596,2.99
21099,1,435,326,3597,3.99
21100,1,435,868,3598,0.99
21101,2,435,850,3599,0.99
21102,1,435,451,3600,4.99
21103,2,435,132,3601,0.99
21104,1,435,827,3602,4.99
21105,1,435,619,3603,1.99
21106,1,435,525,3604,0.99
21107,1,435,572,3605,2.99
21108,2,436,717,3606,0.99
21109,1,436,296,3607,2.99
21110,2,436,944,3608,4.99
21111,2,436,57,3609,5.99
21112,2,436,200,3610,0.99
21113,2,436,657,3611,6.99
21114,2,436,216,3612,9.99
21115,2,436,814,3613,7.99
21116,1,436,391,3614,3.99
21117,1,436,759,3615,5.99
21118,1,436,461,3616,0.99
21119,2,436,89,3617,2.99
21120,2,436,434,3618,4.99
21121,2,437,27,3619,0.99
21122,2,437,677,3620,3.99
21123,1,437,169,3621,8.99
21124,2,437,251,3622,7.99
21125,1,437,235,3623,2.99
21126,1,437,595,3624,1.99
21127,1,437,748,3625,1.99
21128,1,438,725,3626,6.99
21129,1,438,871,3627,4.99
21130,2,438,382,3628,4.99
21131,2,438,563,3629,4.99
21132,2,438,479,3630,0.99
21133,2,438,548,3631,7.99
21134,1,438,897,3632,4.99
21135,2,438,225,3633,5.99
21136,2,438,563,3634,5.99
21137,2,439,122,3635,1.99
21138,1,439,621,3636,2.99
21139,2,439,901,3637,6.99
21140,2,439,183,3638,5.99
21141,1,439,806,3639,2.99
21142,1,439,997,3640,2.99
21143,2,439,21,3641,5.99
21144,2,439,282,3642,3.99
21145,2,439,330,3643,4.99
21146,2,439,647,3644,5.99
21147,2,439,985,3645,9.99
21148,2,439,381,3646,4.99
21149,2,439,600,3647,4.99
21150,1,439,574,3648,1.99
21151,1,439,200,3649,0.99
21152,2,440,460,3650,6.99
21153,1,440,395,3651,0.99
21154,2,440,320,3652,4.99
21155,2,440,12,3653,2.99
21156,1,440,418,3654,0.99
21157,2,440,170,3655,7.99
21158,2,440,974,3656,0.99
21159,1,440,745,3657,4.99
21160,1,441,492,3658,1.99
21161,2,441,363,3659,1.99
21162,2,441,559,3660,2.99
21163,2,441,664,3661,4.99
21164,1,441,103,3662,4.99
21165,2,441,209,3663,4.99
21166,2,441,590,3664,3.99
21167,2,442,878,3665,6.99
21168,2,442,430,3666,0.99
21169,1,442,907,3667,0.99
21170,2,442,168,3668,0.99
21171,1,442,65,3669,7.99
21172,2,442,142,3670,0.99
21173,1,442,18,3671,1.99
21174,1,442,205,3672,0.99
21175,2,442,254,3673,2.99
21176,2,443,250,3674,0.99
21177,1,443,723,3675,4.99
21178,1,443,86,3676,4.99
21179,2,443,938,3677,4.99
21180,1,443,644,3678,2.99
21181,1,443,549,3679,2.99
21182,2,443,889,3680,6.99
21183,1,443,140,3681,0.99
21184,2,443,643,3682,4.99
21185,1,443,118,3683,0.99
21186,1,444,187,3684,4.99
21187,1,444,521,3685,4.99
21188,2,444,377,3686,0.99
21189,2,444,114,3687,6.99
21190,1,444,159,3688,4.99
21191,1,444,528,3689,6.99
21192,2,444,576,3690,2.99
21193,2,444,448,3691,2.99
21194,1,444,191,3692,0.99
21195,2,444,526,3693,2.99
21196,1,444,674,3694,0.99
21197,1,444,24,3695,4.99
21198,1,444,795,3696,0.99
21199,2,444,71,3697,4.99
21200,2,445,743,3698,1.99
21201,2,445,727,3699,0.99
21202,2,445,102,3700,9.99
21203,1,445,57,3701,7.99
21204,1,445,639,3702,4.99
21205,1,445,988,3703,3.99
21206,2,445,992,3704,0.99
21207,1,445,893,3705,6.99
21208,2,445,397,3706,2.99
21209,1,445,572,3707,6.99
21210,1,445,336,3708,4.99
21211,1,445,319,3709,3.99
21212,1,445,901,3710,6.99
21213,2,445,709,3711,2.99
21214,1,446,912,3712,3.99
21215,2,446,122,3713,0.99
21216,2,446,734,3714,8.99
21217,1,446,363,3715,1.99
21218,2,446,663,3716,0.99
21219,1,447,72,3717,2.99
21220,2,447,361,3718,5.99
21221,2,447,122,3719,0.99
21222,1,447,473,3720,5.99
21223,2,447,204,3721,0.99
21224,1,447,502,3722,2.99
21225,2,447,12,3723,0.99
21226,1,447,174,3724,4.99
21227,2,447,83,3725,5.99
21228,1,447,759,3726,2.99
21229,1,447,624,3727,4.99
21230,2,447,555,3728,4.99
21231,2,448,365,3729,8.99
21232,1,448,865,3730,9.99
21233,1,448,462,3731,2.99
21234,1,448,228,3732,2.99
21235,2,448,554,3733,3.99
21236,1,448,638,3734,3.99
21237,1,448,315,3735,3.99
21238,1,448,430,3736,2.99
21239,2,448,179,3737,9.99
21240,1,448,609,3738,4.99
21241,2,449,616,3739,2.99
21242,1,449,576,3740,4.99
21243,1,449,856,3741,6.99
21244,2,449,694,3742,6.99
21245,1,449,851,3743,4.99
21246,2,449,682,3744,7.99
21247,2,450,921,3745,2.99
21248,1,450,394,3746,3.99
21249,2,450,877,3747,0.99
21250,2,450,251,3748,4.99
21251,1,450,482,3749,0.99
21252,1,450,521,3750,4.99
21253,1,450,683,3751,4.99
21254,2,450,750,3752,0.99
21255,1,450,228,3753,4.99
21256,2,450,248,3754,4.99
21257,2,451,69,3755,8.99
21258,1,451,437,3756,2.99
21259,2,451,154,3757,2.99
21260,2,451,31,3758,6.99
21261,2,451,222,3759,6.99
21262,1,451,520,3760,2.99
21263,2,451,135,3761,2.99
21264,1,451,403,3762,4.99
21265,2,451,753,3763,1.99
21266,2,451,204,3764,2.99
21267,2,451,169,3765,2.99
21268,2,451,924,3766,0.99
21269,1,451,437,3767,2.99
21270,1,451,800,3768,2.99
21271,2,451,440,3769,0.99
21272,1,451,745,3770,4.99
21274,1,452,560,3772,3.99
21275,1,452,894,3773,0.99
21276,1,452,319,3774,4.99
21277,1,452,918,3775,4.99
21278,1,452,965,3776,3.99
21279,1,452,753,3777,0.99
21280,1,452,89,3778,0.99
21281,1,453,764,3779,4.99
21282,1,453,283,3780,2.99
21284,1,453,84,3782,4.99
21285,1,453,538,3783,2.99
21286,2,453,877,3784,5.99
21287,2,453,852,3785,4.99
21288,1,453,905,3786,4.99
21289,1,453,395,3787,0.99
21290,2,453,301,3788,4.99
21291,2,454,388,3789,0.99
21292,1,454,636,3790,0.99
21293,2,454,667,3791,8.99
21294,2,454,361,3792,2.99
21295,2,454,798,3793,8.99
21296,1,454,77,3794,6.99
21297,1,454,282,3795,0.99
21298,2,454,658,3796,2.99
21299,2,454,347,3797,4.99
21300,1,454,135,3798,3.99
21301,2,454,641,3799,1.99
21302,1,455,877,3800,0.99
21303,1,455,285,3801,4.99
21304,1,455,298,3802,2.99
21305,1,455,476,3803,4.99
21306,2,455,760,3804,2.99
21307,2,455,131,3805,4.99
21308,1,455,78,3806,2.99
21309,2,455,267,3807,4.99
21310,1,455,650,3808,1.99
21311,2,456,429,3809,5.99
21312,1,456,783,3810,2.99
21313,1,456,655,3811,4.99
21314,1,456,824,3812,8.99
21315,1,456,61,3813,4.99
21316,1,456,686,3814,4.99
21317,2,456,923,3815,2.99
21318,2,456,797,3816,1.99
21319,1,456,546,3817,3.99
21320,1,456,57,3818,2.99
21321,2,457,556,3819,6.99
21322,1,457,272,3820,4.99
21323,1,457,100,3821,4.99
21324,1,457,932,3822,0.99
21325,1,457,331,3823,2.99
21326,2,457,998,3824,0.99
21327,2,457,120,3825,10.99
21328,1,457,134,3826,6.99
21329,1,457,709,3827,3.99
21330,2,458,924,3828,2.99
21331,2,458,841,3829,2.99
21332,2,458,434,3830,0.99
21333,2,458,554,3831,2.99
21334,2,458,572,3832,2.99
21335,2,458,276,3833,4.99
21336,2,458,353,3834,4.99
21337,1,458,871,3835,4.99
21338,1,459,999,3836,6.99
21339,2,459,995,3837,4.99
21340,1,459,725,3838,7.99
21341,1,459,842,3839,2.99
21342,1,459,556,3840,6.99
21343,1,459,371,3841,7.99
21344,2,459,908,3842,10.99
21345,1,459,603,3843,4.99
21346,1,459,257,3844,3.99
21347,1,459,414,3845,5.99
21348,2,459,724,3846,2.99
21349,1,459,951,3847,0.99
21350,2,460,460,3848,10.99
21351,1,460,875,3849,1.99
21352,2,460,478,3850,2.99
21353,1,460,243,3851,5.99
21354,2,460,922,3852,4.99
21355,1,460,753,3853,0.99
21356,2,460,818,3854,8.99
21357,1,460,380,3855,3.99
21358,2,460,703,3856,5.99
21359,2,460,629,3857,0.99
21360,1,460,753,3858,3.99
21361,2,460,125,3859,2.99
21362,1,461,628,3860,2.99
21363,2,461,489,3861,0.99
21364,2,461,634,3862,0.99
21365,2,461,448,3863,2.99
21366,1,461,73,3864,2.99
21367,1,461,519,3865,2.99
21368,1,461,693,3866,4.99
21369,1,461,507,3867,4.99
21370,1,461,806,3868,2.99
21371,2,461,508,3869,4.99
21372,1,461,109,3870,6.99
21373,2,461,967,3871,2.99
21374,2,461,625,3872,2.99
21375,2,461,69,3873,7.99
21376,1,462,921,3874,2.99
21377,2,462,869,3875,6.99
21378,1,462,880,3876,2.99
21379,1,462,590,3877,4.99
21380,2,462,976,3878,0.99
21381,1,462,537,3879,8.99
21382,2,462,346,3880,8.99
21383,1,462,131,3881,4.99
21384,1,462,255,3882,7.99
21385,2,462,873,3883,2.99
21386,1,462,154,3884,2.99
21387,1,462,122,3885,0.99
21388,1,463,146,3886,3.99
21389,2,463,795,3887,0.99
21390,2,463,689,3888,2.99
21391,2,463,9,3889,7.99
21392,2,463,336,3890,6.99
21393,1,463,236,3891,2.99
21394,2,463,818,3892,4.99
21395,1,463,249,3893,0.99
21396,1,463,464,3894,2.99
21397,2,463,887,3895,7.99
21398,2,464,623,3896,1.99
21399,1,464,216,3897,8.99
21400,2,464,4,3898,2.99
21401,1,464,527,3899,6.99
21402,2,464,360,3900,0.99
21403,1,464,730,3901,4.99
21404,1,465,245,3902,3.99
21405,1,465,201,3903,2.99
21406,1,465,690,3904,4.99
21407,2,465,738,3905,6.99
21408,2,465,710,3906,4.99
21409,1,465,45,3907,4.99
21410,1,465,979,3908,4.99
21411,1,465,302,3909,3.99
21412,2,465,929,3910,4.99
21413,1,466,670,3911,4.99
21414,2,466,122,3912,0.99
21415,1,466,360,3913,4.99
21416,1,466,826,3914,7.99
21417,1,466,473,3915,2.99
21418,1,466,698,3916,5.99
21419,1,466,780,3917,4.99
21420,2,466,331,3918,2.99
21421,2,466,563,3919,4.99
21422,1,466,719,3920,7.99
21423,2,467,273,3921,0.99
21424,2,467,519,3922,2.99
21425,1,467,578,3923,4.99
21426,1,467,474,3924,2.99
21427,1,467,879,3925,9.99
21428,1,467,169,3926,2.99
21429,1,467,164,3927,2.99
21430,1,467,864,3928,0.99
21431,1,467,552,3929,3.99
21432,1,467,748,3930,0.99
21433,2,467,69,3931,2.99
21434,2,468,21,3932,10.99
21435,2,468,372,3933,4.99
21436,2,468,344,3934,6.99
21437,2,468,24,3935,3.99
21438,1,468,18,3936,0.99
21439,2,468,212,3937,4.99
21440,2,468,408,3938,4.99
21441,1,468,972,3939,9.99
21442,1,468,743,3940,2.99
21443,1,468,670,3941,9.99
21444,2,468,456,3942,4.99
21445,1,468,524,3943,1.99
21446,1,468,58,3944,2.99
21447,2,468,290,3945,0.99
21448,1,469,447,3946,4.99
21449,1,469,415,3947,4.99
21450,1,469,646,3948,2.99
21451,1,469,726,3949,2.99
21452,2,469,270,3950,0.99
21453,2,469,507,3951,0.99
21454,1,469,890,3952,4.99
21455,1,469,946,3953,6.99
21456,1,469,347,3954,4.99
21457,1,469,907,3955,2.99
21458,2,469,75,3956,7.99
21459,2,469,163,3957,2.99
21460,1,469,578,3958,4.99
21461,1,469,13,3959,9.99
21462,1,469,494,3960,2.99
21463,1,470,821,3961,0.99
21464,2,470,518,3962,4.99
21465,2,470,562,3963,1.99
21466,2,470,329,3964,2.99
21467,1,470,130,3965,0.99
21468,2,470,115,3966,3.99
21469,2,470,227,3967,8.99
21470,1,470,327,3968,10.99
21471,2,470,729,3969,4.99
21472,1,470,330,3970,4.99
21473,2,470,609,3971,4.99
21474,1,471,254,3972,2.99
21475,2,471,534,3973,3.99
21476,2,471,244,3974,4.99
21477,1,471,846,3975,4.99
21478,1,471,870,3976,5.99
21479,1,471,767,3977,7.99
21480,1,471,804,3978,4.99
21481,1,471,453,3979,5.99
21482,2,471,735,3980,2.99
21483,2,471,7,3981,7.99
21484,2,471,266,3982,0.99
21485,1,471,951,3983,1.99
21486,1,472,134,3984,6.99
21487,1,472,440,3985,0.99
21488,1,472,783,3986,6.99
21489,2,472,86,3987,4.99
21490,2,472,127,3988,8.99
21491,1,472,199,3989,4.99
21492,2,472,437,3990,4.99
21493,1,472,256,3991,4.99
21494,2,472,647,3992,5.99
21495,2,472,536,3993,2.99
21496,1,473,564,3994,2.99
21497,2,473,609,3995,2.99
21498,1,473,246,3996,4.99
21499,1,473,424,3997,0.99
21500,2,473,738,3998,7.99
21501,1,473,395,3999,0.99
21502,2,473,471,4000,4.99
21503,2,473,434,4001,0.99
21503,2,473,434,6092,0.99
23594,2,95,803,4001,4.99
23594,2,95,803,6092,4.99
21504,2,473,618,4002,0.99
21505,2,473,320,4003,4.99
21506,2,473,255,4004,4.99
21507,1,473,451,4005,4.99
21508,2,473,585,4006,2.99
21509,2,473,639,4007,4.99
21510,2,474,912,4008,5.99
21511,2,474,352,4009,0.99
21512,1,474,658,4010,2.99
21513,2,474,43,4011,2.99
21514,1,474,433,4012,2.99
21515,1,474,265,4013,4.99
21516,1,474,610,4014,0.99
21517,2,474,833,4015,2.99
21518,1,474,410,4016,4.99
21519,1,474,586,4017,0.99
21520,2,474,336,4018,4.99
21521,1,474,139,4019,6.99
21522,1,475,681,4020,0.99
21523,1,475,687,4021,3.99
21524,1,475,331,4022,5.99
21525,1,475,627,4023,4.99
21526,2,475,220,4024,2.99
21527,1,475,623,4025,1.99
21528,1,475,435,4026,4.99
21529,1,476,912,4027,4.99
21530,1,476,946,4028,9.99
21531,1,476,272,4029,6.99
21532,1,476,648,4030,4.99
21533,2,476,848,4031,5.99
21534,1,476,547,4032,0.99
21535,1,477,103,4033,4.99
21536,2,477,160,4034,0.99
21537,2,477,100,4035,4.99
21538,1,477,850,4036,0.99
21539,2,477,434,4037,3.99
21540,2,477,453,4038,2.99
21541,1,477,397,4039,2.99
21542,1,478,72,4040,2.99
21543,2,478,402,4041,2.99
21544,2,478,731,4042,4.99
21545,1,478,73,4043,4.99
21546,2,478,26,4044,4.99
21547,1,478,229,4045,4.99
21548,2,479,207,4046,4.99
21549,2,479,589,4047,4.99
21550,2,479,852,4048,1.99
21551,2,479,614,4049,4.99
21552,2,479,940,4050,0.99
21553,2,479,893,4051,8.99
21554,1,479,416,4052,2.99
21555,2,480,130,4053,1.99
21556,2,480,899,4054,0.99
21557,1,480,544,4055,5.99
21558,2,480,233,4056,4.99
21559,2,480,951,4057,0.99
21560,2,480,321,4058,9.99
21561,1,480,123,4059,4.99
21562,2,480,505,4060,2.99
21563,2,480,869,4061,4.99
21564,2,481,976,4062,0.99
21565,2,481,546,4063,2.99
21566,1,481,398,4064,4.99
21567,1,481,857,4065,4.99
21568,2,481,293,4066,2.99
21569,1,481,856,4067,4.99
21570,2,481,286,4068,2.99
21571,2,481,10,4069,4.99
21572,1,481,491,4070,1.99
21573,2,481,342,4071,4.99
21574,2,481,574,4072,0.99
21575,2,482,861,4073,4.99
21576,2,482,628,4074,2.99
21577,2,482,109,4075,6.99
21578,1,482,500,4076,4.99
21579,2,482,422,4077,4.99
21580,2,482,416,4078,0.99
21581,2,482,65,4079,6.99
21582,2,482,908,4080,4.99
21583,1,482,855,4081,0.99
21584,1,482,889,4082,5.99
21585,2,482,442,4083,2.99
21586,1,482,53,4084,3.99
21587,2,483,948,4085,0.99
21588,1,483,330,4086,6.99
21589,2,483,997,4087,3.99
21590,2,483,99,4088,2.99
21591,2,483,373,4089,2.99
21592,2,484,661,4090,4.99
21593,1,484,524,4091,0.99
21594,1,484,676,4092,4.99
21595,1,484,918,4093,7.99
21596,2,484,90,4094,0.99
21597,2,484,822,4095,3.99
21598,1,484,895,4096,2.99
21599,1,484,103,4097,4.99
21600,1,485,282,4098,4.99
21601,2,485,26,4099,6.99
21602,2,485,302,4100,3.99
21603,1,485,110,4101,4.99
21604,1,485,351,4102,2.99
21605,2,485,888,4103,8.99
21606,2,485,560,4104,0.99
21607,2,485,783,4105,2.99
21608,2,486,845,4106,4.99
21609,1,486,377,4107,0.99
21610,2,486,505,4108,2.99
21611,1,486,231,4109,4.99
21612,2,486,242,4110,0.99
21613,2,486,28,4111,4.99
21614,2,486,138,4112,4.99
21615,2,487,847,4113,2.99
21616,2,487,83,4114,6.99
21617,1,487,892,4115,6.99
21618,2,487,734,4116,5.99
21619,1,487,350,4117,9.99
21620,1,487,708,4118,5.99
21621,2,487,664,4119,5.99
21622,1,487,665,4120,7.99
21623,2,487,611,4121,4.99
21624,1,487,838,4122,7.99
21625,2,487,760,4123,2.99
21626,2,488,979,4124,5.99
21627,1,488,630,4125,0.99
21628,1,488,366,4126,3.99
21629,2,488,392,4127,5.99
21630,2,488,708,4128,4.99
21631,2,488,640,4129,5.99
21632,2,488,717,4130,0.99
21633,1,488,259,4131,2.99
21634,2,488,137,4132,2.99
21635,2,489,938,4133,9.99
21636,1,489,922,4134,4.99
21637,1,489,100,4135,6.99
21638,2,489,508,4136,6.99
21639,1,489,845,4137,4.99
21640,2,489,340,4138,5.99
21641,2,489,702,4139,2.99
21642,2,489,556,4140,6.99
21643,1,489,722,4141,0.99
21644,1,489,628,4142,4.99
21645,1,490,10,4143,7.99
21646,1,490,134,4144,7.99
21647,2,490,43,4145,2.99
21648,2,490,107,4146,4.99
21649,2,490,583,4147,6.99
21650,2,490,987,4148,2.99
21651,1,490,638,4149,2.99
21652,2,491,151,4150,6.99
21653,1,491,45,4151,4.99
21654,1,491,786,4152,0.99
21655,1,491,396,4153,4.99
21656,2,491,590,4154,2.99
21657,1,491,696,4155,0.99
21658,2,491,81,4156,5.99
21659,2,492,767,4157,4.99
21660,1,492,687,4158,2.99
21661,2,492,787,4159,0.99
21662,1,492,905,4160,4.99
21663,1,493,764,4161,6.99
21664,2,493,918,4162,7.99
21666,2,493,77,4164,6.99
21667,1,493,124,4165,4.99
21668,2,493,183,4166,4.99
21669,1,493,762,4167,0.99
21670,1,493,856,4168,6.99
21671,2,493,349,4169,2.99
21672,1,494,429,4170,0.99
21673,1,494,967,4171,2.99
21674,2,494,849,4172,3.99
21675,1,494,323,4173,5.99
21676,2,494,697,4174,0.99
21677,2,494,489,4175,3.99
21678,2,494,109,4176,5.99
21679,1,494,397,4177,4.99
21680,1,494,59,4178,6.99
21681,2,494,260,4179,9.99
21682,2,494,320,4180,4.99
21683,2,495,843,4181,5.99
21684,1,495,266,4182,4.99
21685,1,495,319,4183,5.99
21686,2,495,496,4184,0.99
21687,2,495,574,4185,3.99
21688,2,495,356,4186,2.99
21689,2,495,284,4187,4.99
21690,1,495,437,4188,2.99
21691,1,496,745,4189,7.99
21692,2,496,263,4190,4.99
21693,1,496,504,4191,3.99
21694,2,496,300,4192,4.99
21695,1,496,420,4193,5.99
21696,2,496,859,4194,6.99
21697,1,496,304,4195,7.99
21698,1,496,196,4196,0.99
21699,2,496,977,4197,2.99
21700,2,497,289,4198,7.99
21701,1,497,79,4199,0.99
21702,1,497,500,4200,4.99
21703,1,497,772,4201,2.99
21704,2,497,467,4202,0.99
21705,1,497,229,4203,5.99
21706,2,497,194,4204,0.99
21707,1,497,379,4205,0.99
21708,1,498,688,4206,0.99
21709,1,498,436,4207,6.99
21710,1,498,37,4208,2.99
21711,2,499,862,4209,0.99
21712,2,499,235,4210,2.99
21713,1,499,977,4211,7.99
21714,2,499,899,4212,0.99
21715,2,499,957,4213,4.99
21716,1,499,590,4214,8.99
21717,1,499,640,4215,7.99
21718,1,499,823,4216,3.99
21719,1,499,677,4217,1.99
21720,2,499,207,4218,4.99
21721,2,499,175,4219,3.99
21722,1,499,80,4220,3.99
21723,1,499,551,4221,7.99
21724,1,500,551,4222,6.99
21725,2,500,249,4223,1.99
21726,1,500,122,4224,2.99
21727,2,500,723,4225,2.99
21728,2,500,226,4226,4.99
21729,1,500,525,4227,0.99
21730,1,500,500,4228,4.99
21731,1,500,772,4229,2.99
21732,1,500,50,4230,2.99
21733,1,501,672,4231,4.99
21734,2,501,231,4232,4.99
21735,1,501,374,4233,1.99
21736,2,501,8,4234,6.99
21737,1,501,961,4235,4.99
21738,2,501,963,4236,0.99
21739,1,501,392,4237,4.99
21740,1,501,902,4238,5.99
21741,2,502,326,4239,4.99
21742,1,502,855,4240,0.99
21743,2,502,446,4241,4.99
21744,1,502,147,4242,0.99
21745,1,502,412,4243,4.99
21746,1,502,355,4244,0.99
21747,1,502,833,4245,0.99
21748,1,502,853,4246,4.99
21749,1,502,666,4247,9.99
21750,1,502,460,4248,4.99
21751,1,502,363,4249,3.99
21752,1,502,142,4250,3.99
21753,2,503,664,4251,2.99
21754,1,503,730,4252,1.99
21755,1,503,763,4253,4.99
21756,2,503,735,4254,2.99
21757,2,503,246,4255,4.99
21758,1,503,690,4256,2.99
21759,1,503,234,4257,2.99
21760,1,503,149,4258,0.99
21761,1,503,789,4259,2.99
21762,2,503,408,4260,4.99
21763,2,503,690,4261,2.99
21764,1,503,393,4262,3.99
21765,1,503,403,4263,4.99
21766,1,503,201,4264,2.99
21767,1,503,111,4265,0.99
21768,2,504,906,4266,0.99
21769,2,504,19,4267,3.99
21770,2,504,569,4268,2.99
21771,1,504,206,4269,1.99
21772,1,504,958,4270,2.99
21773,2,504,542,4271,2.99
21774,2,504,24,4272,2.99
21775,2,504,957,4273,5.99
21776,2,504,86,4274,4.99
21777,1,504,334,4275,6.99
21778,1,504,854,4276,8.99
21779,2,504,643,4277,4.99
21780,1,505,494,4278,2.99
21781,1,505,418,4279,0.99
21782,1,505,857,4280,2.99
21783,2,505,147,4281,3.99
21784,1,505,78,4282,2.99
21785,1,505,154,4283,2.99
21786,1,505,334,4284,4.99
21787,1,506,53,4285,2.99
21788,1,506,37,4286,4.99
21789,2,506,594,4287,0.99
21790,2,506,403,4288,4.99
21791,1,506,834,4289,0.99
21792,2,506,188,4290,2.99
21793,2,506,601,4291,0.99
21794,1,506,287,4292,1.99
21795,1,506,772,4293,2.99
21796,2,506,137,4294,6.99
21797,2,506,56,4295,5.99
21798,2,506,618,4296,1.99
21799,1,506,662,4297,9.99
21800,2,507,409,4298,6.99
21801,2,507,322,4299,4.99
21802,1,507,99,4300,4.99
21803,2,507,584,4301,4.99
21804,1,507,757,4302,2.99
21805,1,508,69,4303,8.99
21806,1,508,254,4304,2.99
21807,2,508,846,4305,6.99
21808,1,508,115,4306,6.99
21809,2,508,22,4307,2.99
21810,1,508,37,4308,6.99
21811,1,508,241,4309,4.99
21812,2,509,255,4310,5.99
21813,1,509,759,4311,6.99
21814,2,509,311,4312,4.99
21815,2,509,661,4313,4.99
21816,2,509,350,4314,5.99
21817,1,509,756,4315,2.99
21818,2,510,734,4316,7.99
21819,2,510,596,4317,4.99
21820,1,510,18,4318,0.99
21821,2,510,952,4319,2.99
21822,1,510,103,4320,4.99
21823,1,511,235,4321,2.99
21824,2,511,850,4322,2.99
21825,2,511,654,4323,6.99
21826,1,511,553,4324,4.99
21827,1,511,84,4325,4.99
21828,1,511,284,4326,6.99
21829,1,511,515,4327,4.99
21830,2,512,127,4328,4.99
21831,2,512,34,4329,3.99
21832,2,512,48,4330,9.99
21833,2,512,480,4331,8.99
21834,2,512,167,4332,4.99
21835,2,512,493,4333,0.99
21836,1,512,127,4334,4.99
21837,1,512,468,4335,2.99
21838,1,512,234,4336,2.99
21839,2,512,382,4337,3.99
21840,1,512,505,4338,3.99
21841,2,512,911,4339,4.99
21842,2,512,710,4340,4.99
21843,2,513,833,4341,2.99
21844,1,513,447,4342,2.99
21845,1,513,753,4343,3.99
21846,1,513,758,4344,3.99
21847,1,513,8,4345,5.99
21848,2,513,99,4346,2.99
21849,2,513,504,4347,4.99
21850,1,513,106,4348,5.99
21851,1,513,814,4349,4.99
21852,2,513,30,4350,7.99
21853,1,513,854,4351,4.99
21854,1,513,75,4352,4.99
21855,2,513,229,4353,6.99
21856,2,513,184,4354,5.99
21857,1,514,292,4355,1.99
21858,2,514,438,4356,4.99
21859,1,514,133,4357,4.99
21860,1,514,167,4358,4.99
21861,2,514,206,4359,0.99
21862,1,514,786,4360,2.99
21863,2,514,960,4361,3.99
21864,1,514,850,4362,0.99
21865,1,514,746,4363,1.99
21866,1,514,51,4364,2.99
21867,1,514,9,4365,5.99
21868,2,515,746,4366,0.99
21869,1,515,169,4367,3.99
21870,2,515,768,4368,4.99
21871,1,515,555,4369,3.99
21872,2,515,643,4370,6.99
21873,2,515,828,4371,2.99
21874,1,515,655,4372,8.99
21875,1,515,956,4373,5.99
21876,2,515,521,4374,4.99
21877,2,515,176,4375,3.99
21878,2,515,382,4376,0.99
21879,2,515,771,4377,4.99
21880,2,516,457,4378,0.99
21881,2,516,727,4379,1.99
21882,1,516,646,4380,1.99
21883,1,516,135,4381,8.99
21884,1,516,488,4382,0.99
21885,1,516,635,4383,0.99
21886,1,516,646,4384,0.99
21887,2,517,666,4385,4.99
21888,2,517,330,4386,4.99
21889,1,517,930,4387,3.99
21890,2,517,509,4388,0.99
21891,1,517,906,4389,0.99
21892,2,517,914,4390,4.99
21893,1,517,385,4391,5.99
21894,1,518,716,4392,5.99
21895,2,518,1,4393,3.99
21896,2,518,754,4394,2.99
21897,2,518,345,4395,2.99
21898,1,518,411,4396,4.99
21899,1,518,683,4397,6.99
21900,1,518,263,4398,6.99
21901,1,518,739,4399,4.99
21902,2,518,593,4400,0.99
21903,2,518,956,4401,4.99
21904,2,519,684,4402,4.99
21905,2,519,775,4403,7.99
21906,2,519,833,4404,2.99
21907,1,519,720,4405,7.99
21908,1,519,528,4406,2.99
21909,2,519,823,4407,2.99
21910,2,520,706,4408,4.99
21911,1,520,875,4409,0.99
21912,1,520,638,4410,4.99
21913,1,520,705,4411,5.99
21914,1,520,72,4412,5.99
21915,1,520,850,4413,0.99
